Sample_Name,NODE_ID,family.supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-2_S2,NODE_4_length_12304_cov_1906.341591,Rhabdoviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,365521,6515984,5848535,62497.87,Mbaiki rhabdo-like virus 1 ,Mbaiki rhabdo-like virus 1  isolate CAR475
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-3_S3,NODE_5_length_12328_cov_4640.066014,Rhabdoviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,878670,12265366,11501071,76398.97,Mbaiki rhabdo-like virus 1 ,Mbaiki rhabdo-like virus 1  isolate CAR481
H2LTKAFX2_Bangui-Batalimo-Oct-2019-Aedes-aegypti-1_S8,NODE_832_length_1711_cov_3.080586,Phenuiviridae,Central African Republic,Batalimo,Oct-19,2019,Rainy,Aedes aegypti,130,6374853,3824979,33.99,Mosquito bunya-like virus YN16 ,Mosquito bunya-like virus YN16  isolate CAR82
H7MTYAFXY_Bangui-Gbozo-Aedes-aegypti-2_S2,NODE_1762_length_2005_cov_3.697205,Phenuiviridae,Central African Republic,Gbozo,Apr-19,2019,Dry,Aedes aegypti,266,10045059,9649023,27.57,Mosquito bunya-like virus YN16 ,Mosquito bunya-like virus YN16  isolate CAR321
HG3VVBGXF_Bangui-Mbaiki-Rainy-Aedes-aegypti-2_S60,NODE_360_length_1475_cov_4.057061,Phenuiviridae,Central African Republic,Mbaiki,Oct-19,2019,Rainy,Aedes aegypti,90,5965271,5739549,15.68,Mosquito bunya-like virus YN16 ,Mosquito bunya-like virus YN16  isolate CAR501
HNLLFAFX2_Bangui-Gbozo-July-2020-Rainy-Aedes-aegypti-2_S17,NODE_142_length_1509_cov_2.919916,Phenuiviridae,Central African Republic,Gbozo,Jul-20,2020,Rainy,Aedes aegypti,127,7059829,5552054,22.88,Mosquito bunya-like virus YN16 ,Mosquito bunya-like virus YN16  isolate CAR907
H2KK5AFX2_Bangui-Bouar-Nov-2019-Aedes-aegypti-3_S2,NODE_122_length_2447_cov_8.018113,Orthomyxoviridae,Central African Republic,Bouar,Nov-19,2019,Rainy,Aedes aegypti,286,3632521,3586141,79.75,Mosquito orthomyxo-like virus YN2 ,Mosquito orthomyxo-like virus YN2  isolate CAR71
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-1_S1,NODE_484_length_2468_cov_181.940292,Orthomyxoviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,7001,5668241,5311668,1318.04,Mosquito orthomyxo-like virus YN2 ,Mosquito orthomyxo-like virus YN2  isolate CAR470
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-2_S2,NODE_412_length_2445_cov_7.812395,Orthomyxoviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,300,6515984,5848535,51.29,Mosquito orthomyxo-like virus YN2 ,Mosquito orthomyxo-like virus YN2  isolate CAR476
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-3_S3,NODE_862_length_2465_cov_813.643395,Orthomyxoviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,30363,12265366,11501071,2640.02,Mosquito orthomyxo-like virus YN2 ,Mosquito orthomyxo-like virus YN2  isolate CAR482
H2KK5AFX2_Bangui-Bouar-Nov-2019-Aedes-aegypti-2_S1,NODE_1068_length_1414_cov_84.617450,Inseviridae,Central African Republic,Bouar,Nov-19,2019,Rainy,Aedes aegypti,1765,3245738,3128320,564.2,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR62
H2LTKAFX2_Bangui-Bouar-Nov-2019-Aedes-aegypti-1_S24,NODE_519_length_2255_cov_37.790559,Inseviridae,Central African Republic,Bouar,Nov-19,2019,Rainy,Aedes aegypti,1947,5648376,5421223,359.14,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR116
HG3VVBGXF_Bangui-Mbaiki-Rainy-Aedes-aegypti-1_S59,NODE_757_length_1532_cov_5511.911583,Inseviridae,Central African Republic,Mbaiki,Oct-19,2019,Rainy,Aedes aegypti,130791,10987064,8727287,14986.44,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR491
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-1_S8,NODE_1658_length_1130_cov_1856.861873,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,29170,4289989,4028028,7241.76,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR1069
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-4_S10,NODE_1308_length_1158_cov_4107.055300,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,64379,3756905,3636689,17702.64,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR1080
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-3_S44,NODE_586_length_2646_cov_229.687913,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,72872,6310200,6231998,11693.2,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR1211
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_2392_length_1384_cov_4.003814,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,153,7105868,6309530,24.25,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR1258
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_2213_length_1318_cov_4671.285944,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,80795,6860945,6519252,12393.29,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR1280
HVM35BGXH_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-2_S10,NODE_655_length_1130_cov_3646.135289,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,56209,2823545,2753753,20411.78,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate CAR1545
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_377_length_2250_cov_3.906293,Inseviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,138,3571906,3239242,42.6,Mosquito toti-like virus XZ15 ,Mosquito toti-like virus XZ15  isolate GUY2108
H2LTKAFX2_Bangui-Bouar-Nov-2019-Aedes-aegypti-1_S24,NODE_271_length_2857_cov_5.060345,Orthototiviridae,Central African Republic,Bouar,Nov-19,2019,Rainy,Aedes aegypti,425,5648376,5421223,78.4,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate CAR117
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-4_S10,NODE_298_length_2003_cov_6.979275,Orthototiviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,199,3756905,3636689,54.72,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate CAR1081
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-3_S44,NODE_2684_length_1470_cov_2.484610,Orthototiviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,127,6310200,6231998,20.38,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate CAR1212
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-5_S46,NODE_2380_length_1210_cov_1.763412,Orthototiviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,77,7044085,6271581,12.28,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate CAR1229
HVM35BGXH_Bangui-Bouar-Oct-Nov-2020-Rainy-Aedes-aegypti-1_S17,NODE_516_length_1509_cov_3.584958,Orthototiviridae,Central African Republic,Bouar,Nov-20,2020,Rainy,Aedes aegypti,409,2801849,2651086,154.27,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate CAR1489
HVM35BGXH_Bangui-Bouar-Oct-Nov-2020-Rainy-Aedes-aegypti-4_S20,NODE_501_length_2534_cov_3.624543,Orthototiviridae,Central African Republic,Bouar,Nov-20,2020,Rainy,Aedes aegypti,262,12725812,12447786,21.05,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate CAR1507
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_500_length_2554_cov_2.567513,Orthototiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,132,7404814,6734636,19.6,Mosquito toti-like virus XZ18 ,Mosquito toti-like virus XZ18  isolate GUY2097
H2KK5AFX2_Bangui-Bayanga-Nov-2019-Aedes-aegypti-3_S7,NODE_7_length_6815_cov_284.155295,Phenuiviridae,Central African Republic,Bayanga,Nov-19,2019,Rainy,Aedes aegypti,28386,4970562,4806045,5906.31,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR6
H2KK5AFX2_Bangui-Bouar-Nov-2019-Aedes-aegypti-2_S1,NODE_4_length_6815_cov_1013.846930,Phenuiviridae,Central African Republic,Bouar,Nov-19,2019,Rainy,Aedes aegypti,98087,3245738,3128320,31354.53,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR63
H2KK5AFX2_Bangui-Bouar-Nov-2019-Aedes-aegypti-3_S2,NODE_2_length_6818_cov_620.838399,Phenuiviridae,Central African Republic,Bouar,Nov-19,2019,Rainy,Aedes aegypti,63379,3632521,3586141,17673.32,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR72
H2LTKAFX2_Bangui-Batalimo-Oct-2019-Aedes-aegypti-3_S10,NODE_16_length_6822_cov_966.662469,Phenuiviridae,Central African Republic,Batalimo,Oct-19,2019,Rainy,Aedes aegypti,99614,5679017,5210994,19116.12,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR90
H7MTYAFXY_Bangui-Gbozo-Aedes-aegypti-1_S1,NODE_41_length_6822_cov_1275.351459,Phenuiviridae,Central African Republic,Gbozo,Apr-19,2019,Dry,Aedes aegypti,129940,9548449,9141875,14213.71,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR315
H7MTYAFXY_Bangui-Gbozo-Aedes-aegypti-2_S2,NODE_1791_length_1991_cov_2.929093,Phenuiviridae,Central African Republic,Gbozo,Apr-19,2019,Dry,Aedes aegypti,83,10045059,9649023,8.6,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR322
HG3VVBGXF_Bangui-Gbozo-Rainy-Aedes-aegypti-1_S41,NODE_15_length_6849_cov_782.233619,Phenuiviridae,Central African Republic,Gbozo,Aug-19,2019,Rainy,Aedes aegypti,85004,4228703,4063043,20921.27,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR446
HG3VVBGXF_Bangui-Gbozo-Rainy-Aedes-aegypti-2_S42,NODE_11_length_6810_cov_156.628024,Phenuiviridae,Central African Republic,Gbozo,Aug-19,2019,Rainy,Aedes aegypti,17158,6600581,6366453,2695.06,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR453
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-1_S1,NODE_17_length_6835_cov_638.093168,Phenuiviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,67612,5668241,5311668,12728.96,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR471
HG3VVBGXF_Bangui-Mbaiki-Dry-Aedes-aegypti-3_S3,NODE_25_length_6862_cov_1929.972161,Phenuiviridae,Central African Republic,Mbaiki,Jan-19,2019,Dry,Aedes aegypti,206066,12265366,11501071,17917.11,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR483
HG3VVBGXF_Bangui-Mbaiki-Rainy-Aedes-aegypti-1_S59,NODE_10_length_6854_cov_2791.853561,Phenuiviridae,Central African Republic,Mbaiki,Oct-19,2019,Rainy,Aedes aegypti,304538,10987064,8727287,34894.92,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR492
HG3VVBGXF_Bangui-Mbaiki-Rainy-Aedes-aegypti-2_S60,NODE_19_length_5301_cov_4.255356,Phenuiviridae,Central African Republic,Mbaiki,Oct-19,2019,Rainy,Aedes aegypti,352,5965271,5739549,61.33,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR502
HNLLFAFX2_Bangui-Gbozo-July-2020-Rainy-Aedes-aegypti-2_S17,NODE_85_length_1922_cov_2.778799,Phenuiviridae,Central African Republic,Gbozo,Jul-20,2020,Rainy,Aedes aegypti,79,7059829,5552054,14.23,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR908
HNLLFAFX2_Bangui-Gbozo-July-2020-Rainy-Aedes-aegypti-3_S18,NODE_3_length_6846_cov_2325.495202,Phenuiviridae,Central African Republic,Gbozo,Jul-20,2020,Rainy,Aedes aegypti,260253,5694629,4957162,52500.4,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR909
HVLJHBGXH_Bangui-Batalimo-July-2020-Rainy-Aedes-aegypti-1_S55,NODE_15_length_6839_cov_198.593999,Phenuiviridae,Central African Republic,Batalimo,Jul-20,2020,Rainy,Aedes aegypti,22637,6548920,6130009,3692.82,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1147
HVLJHBGXH_Bangui-Batalimo-July-2020-Rainy-Aedes-aegypti-2_S56,NODE_6_length_6805_cov_243.086750,Phenuiviridae,Central African Republic,Batalimo,Jul-20,2020,Rainy,Aedes aegypti,23076,5312769,5102290,4522.68,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1150
HVLJHBGXH_Bangui-Batalimo-July-2020-Rainy-Aedes-aegypti-3_S57,NODE_19_length_5846_cov_1835.271436,Phenuiviridae,Central African Republic,Batalimo,Jul-20,2020,Rainy,Aedes aegypti,183207,5852245,5455230,33583.73,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1155
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_17_length_6859_cov_892.192160,Phenuiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,84890,5458488,5095780,16658.88,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1274
HVM35BGXH_Bangui-Bouar-Oct-Nov-2020-Rainy-Aedes-aegypti-1_S17,NODE_8_length_6816_cov_99.827970,Phenuiviridae,Central African Republic,Bouar,Nov-20,2020,Rainy,Aedes aegypti,9564,2801849,2651086,3607.58,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1490
HVM35BGXH_Bangui-Bouar-Oct-Nov-2020-Rainy-Aedes-aegypti-3_S19,NODE_9_length_6813_cov_354.054154,Phenuiviridae,Central African Republic,Bouar,Nov-20,2020,Rainy,Aedes aegypti,33702,4059718,3795028,8880.57,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1497
HVM35BGXH_Bangui-Bouar-Oct-Nov-2020-Rainy-Aedes-aegypti-5_S21,NODE_6_length_6815_cov_281.412637,Phenuiviridae,Central African Republic,Bouar,Nov-20,2020,Rainy,Aedes aegypti,26810,2822114,2738763,9789.09,Phasivirus phasiense ,Phasivirus phasiense  isolate CAR1514
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-1_S5,NODE_5_length_6792_cov_15.709927,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,1618,2887841,2479850,652.46,Phasivirus phasiense ,Phasivirus phasiense  isolate GUY2094
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_15_length_6695_cov_2927.934461,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,345593,7404814,6734636,51315.77,Phasivirus phasiense ,Phasivirus phasiense  isolate GUY2098
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-3_S7,NODE_4_length_6847_cov_3149.414083,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,316527,4403080,3757986,84227.83,Phasivirus phasiense ,Phasivirus phasiense  isolate GUY2105
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_9_length_6231_cov_519.685937,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,50426,3571906,3239242,15567.22,Phasivirus phasiense ,Phasivirus phasiense  isolate GUY2109
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-5_S9,NODE_11_length_6844_cov_2137.576577,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,218798,4633492,4434555,49339.34,Phasivirus phasiense ,Phasivirus phasiense  isolate GUY2114
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-3_S9,NODE_716_length_1658_cov_5.338801,Deltaflexiviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,181,4269707,4086144,44.3,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1074
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-4_S10,NODE_1318_length_1155_cov_3.106285,Deltaflexiviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,68,3756905,3636689,18.7,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1082
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-2_S43,NODE_791_length_2360_cov_12.242239,Deltaflexiviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,475,6542989,6378978,74.46,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1203
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-4_S45,NODE_5207_length_1046_cov_3.277492,Deltaflexiviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,59,7730643,7351630,8.03,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1222
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-5_S46,NODE_1918_length_1320_cov_4.635124,Deltaflexiviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,108,7044085,6271581,17.22,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1231
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-1_S30,NODE_1185_length_1828_cov_7.326496,Deltaflexiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,220,6659638,5959940,36.91,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1253
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_1154_length_1839_cov_8.190260,Deltaflexiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,308,7105868,6309530,48.82,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1259
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_2644_length_1236_cov_5.998280,Deltaflexiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,157,6186997,5538982,28.34,Pissa deltaflexi-like virus 1 ,Pissa deltaflexi-like virus 1  isolate CAR1266
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-1_S8,NODE_28_length_4588_cov_908.412625,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,61591,4289989,4028028,15290.61,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1070
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-4_S10,NODE_24_length_4565_cov_1766.774043,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,115073,3756905,3636689,31642.24,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1083
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-2_S43,NODE_47_length_6052_cov_59.993812,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,5400,6542989,6378978,846.53,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1204
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-3_S44,NODE_1460_length_1886_cov_112.290678,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,2929,6310200,6231998,469.99,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1214
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-5_S46,NODE_75_length_4383_cov_3362.878422,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,199627,7044085,6271581,31830.41,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1232
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_89_length_4325_cov_2505.998119,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,148687,6860945,6519252,22807.37,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1282
HVM35BGXH_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-2_S10,NODE_12_length_4563_cov_1982.942984,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,127019,2823545,2753753,46125.78,Pissa inse-like virus 1 ,Pissa inse-like virus 1  isolate CAR1546
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-1_S8,NODE_29_length_4563_cov_1414.465924,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,92167,4289989,4028028,22881.42,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1071
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-4_S10,NODE_22_length_4581_cov_3872.714951,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,253186,3756905,3636689,69619.92,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1084
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-3_S44,NODE_23_length_7558_cov_2049.595324,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,214639,6310200,6231998,34441.44,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1215
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-5_S46,NODE_72_length_4451_cov_2793.088853,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,170821,7044085,6271581,27237.31,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1233
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_4255_length_1082_cov_2.109019,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,118,7105868,6309530,18.71,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1261
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_27_length_6099_cov_1665.651676,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,142157,5458488,5095780,27897,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1275
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_94_length_4239_cov_3584.991599,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,209738,6860945,6519252,32172.1,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1283
HVM35BGXH_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-2_S10,NODE_11_length_4568_cov_2647.195328,Inseviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,169613,2823545,2753753,61593.4,Pissa inse-like virus 2 ,Pissa inse-like virus 2  isolate CAR1547
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-2_S43,NODE_1357_length_1936_cov_43.914654,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,1286,6542989,6378978,201.6,Pissa inse-like virus 4 ,Pissa inse-like virus 4  isolate CAR1205
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-5_S46,NODE_121_length_3737_cov_7607.087336,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,396342,7044085,6271581,63196.5,Pissa inse-like virus 4 ,Pissa inse-like virus 4  isolate CAR1234
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_4264_length_1081_cov_1.993056,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,34,7105868,6309530,5.39,Pissa inse-like virus 4 ,Pissa inse-like virus 4  isolate CAR1262
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_2_length_14082_cov_1393.309587,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,278507,6186997,5538982,50281.26,Pissa inse-like virus 4 ,Pissa inse-like virus 4  isolate CAR1267
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-aegypti-3_S44,NODE_245_length_3636_cov_1184.236598,Inseviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes aegypti,60734,6310200,6231998,9745.51,Pissa inse-like virus 5 ,Pissa inse-like virus 5  isolate CAR1216
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_11_length_8002_cov_2226.395762,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,248275,5458488,5095780,48721.69,Pissa inse-like virus 5 ,Pissa inse-like virus 5  isolate CAR1276
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_32_length_6051_cov_52.393610,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,9530,6860945,6519252,1461.82,Pissa inse-like virus 5 ,Pissa inse-like virus 5  isolate CAR1284
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-aegypti-1_S8,NODE_598_length_1707_cov_3.603427,Metaviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes aegypti,106,4289989,4028028,26.32,Pissa meta-like virus 1 ,Pissa meta-like virus 1  isolate CAR1072
